t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,T,wx_cmd,wy_cmd,wz_cmd,solve_ms,t_progress,px_ref,py_ref,pz_ref,qw_ref,qx_ref,qy_ref,qz_ref
15.75,2.66872,0.0846452,1.57045,3.99489,1.98771,1.7541,0.973734,0.0110574,-0.00953722,0.227218,0.392703,-0.522036,0.0757871,9.83185,0.417667,-0.55797,0.0422335,0.212465,15.75,2.66812,0.0840101,1.57554,0.972558,0.00982086,-0.00824418,0.232305
15.76,2.70866,0.104509,1.58797,3.99348,1.98501,1.74958,0.973602,0.0135833,-0.0116585,0.227551,0.399778,-0.532221,0.0662768,9.72745,0.424802,-0.568183,0.0316148,0.212373,15.76,2.70809,0.103953,1.59342,0.97239,0.0122796,-0.0103218,0.232809
15.77,2.74858,0.124344,1.60543,3.99181,1.98179,1.74405,0.973468,0.0161557,-0.0138205,0.227834,0.406871,-0.542414,0.0564524,9.62375,0.431916,-0.578333,0.0206434,0.215241,15.77,2.74805,0.12387,1.61125,0.97222,0.0147868,-0.0124452,0.233269
15.78,2.78849,0.144143,1.62284,3.98988,1.97805,1.73751,0.973333,0.0187748,-0.016023,0.228066,0.41397,-0.552595,0.0463028,9.52082,0.438998,-0.588395,0.00930877,0.212631,15.78,2.78799,0.143755,1.62902,0.972048,0.017343,-0.0146149,0.233684
15.79,2.82838,0.163903,1.64018,3.98768,1.97379,1.72996,0.973197,0.0214406,-0.0182658,0.228244,0.421064,-0.562742,0.0358173,9.41871,0.446033,-0.598345,-0.00239946,0.213971,15.79,2.82791,0.163603,1.64671,0.971873,0.0199488,-0.0168312,0.234053
15.8,2.86825,0.183618,1.65744,3.98523,1.96902,1.7214,0.973059,0.0241531,-0.0205483,0.228367,0.428141,-0.572833,0.0249853,9.31752,0.453008,-0.608156,-0.0144913,0.213083,15.8,2.86781,0.183409,1.66432,0.971696,0.0226047,-0.0190944,0.234373
15.81,2.90808,0.203282,1.6746,3.98252,1.96373,1.71184,0.972919,0.0269122,-0.02287,0.228433,0.435189,-0.582845,0.0137962,9.2173,0.459907,-0.617802,-0.0269767,0.213043,15.81,2.90769,0.203168,1.68184,0.971516,0.0253111,-0.0214045,0.234642
15.82,2.9479,0.222891,1.69167,3.97955,1.95793,1.70128,0.972777,0.0297179,-0.0252303,0.228439,0.442195,-0.592753,0.0022397,9.11814,0.466716,-0.627253,-0.0398648,0.213949,15.82,2.94755,0.222875,1.69924,0.971333,0.0280683,-0.0237616,0.23486
15.83,2.98767,0.242439,1.70862,3.97632,1.95162,1.68973,0.972634,0.0325698,-0.0276285,0.228386,0.449145,-0.602532,-0.00969424,9.02011,0.473418,-0.636482,-0.0531647,0.212926,15.83,2.98737,0.242525,1.71654,0.971147,0.0308765,-0.0261656,0.235022
15.84,3.02742,0.261922,1.72546,3.97283,1.94481,1.67719,0.972487,0.0354676,-0.0300635,0.228269,0.456025,-0.612154,-0.0220153,8.92327,0.479997,-0.645458,-0.0668847,0.213822,15.84,3.02717,0.262114,1.73371,0.970957,0.033736,-0.0286164,0.235128
15.85,3.06713,0.281334,1.74216,3.96909,1.93749,1.66368,0.972339,0.0384109,-0.0325343,0.228087,0.46282,-0.621594,-0.034733,8.82769,0.486435,-0.654151,-0.0810329,0.212913,15.85,3.06693,0.281635,1.75074,0.970764,0.0366467,-0.0311135,0.235175
15.86,3.1068,0.30067,1.75873,3.9651,1.92967,1.64919,0.972187,0.0413991,-0.0350399,0.227838,0.469513,-0.630822,-0.047856,8.73346,0.492715,-0.662529,-0.0956165,0.213695,15.86,3.10665,0.301083,1.76763,0.970566,0.0396088,-0.0336564,0.23516
15.87,3.14643,0.319925,1.77514,3.96085,1.92136,1.63374,0.972033,0.0444316,-0.0375788,0.22752,0.476089,-0.639809,-0.0613931,8.64063,0.498817,-0.670562,-0.110642,0.21215,15.87,3.14633,0.320455,1.78437,0.970364,0.042622,-0.0362444,0.235082
15.88,3.18602,0.339095,1.7914,3.95636,1.91255,1.61734,0.971876,0.0475077,-0.0401497,0.227131,0.482531,-0.648525,-0.0753521,8.54928,0.504723,-0.678217,-0.126116,0.212619,15.88,3.18598,0.339745,1.80094,0.970158,0.0456861,-0.0388768,0.234937
15.89,3.22556,0.358175,1.80748,3.95161,1.90325,1.59999,0.971715,0.0506264,-0.0427509,0.226669,0.488821,-0.656941,-0.0897403,8.45948,0.510414,-0.685462,-0.142042,0.214212,15.89,3.22558,0.358948,1.81734,0.969947,0.0488007,-0.0415525,0.234724
15.9,3.26505,0.377159,1.82339,3.94661,1.89347,1.5817,0.971552,0.0537869,-0.0453806,0.22613,0.494941,-0.665025,-0.104565,8.37129,0.515868,-0.692265,-0.158426,0.212687,15.9,3.26513,0.378059,1.83356,0.969731,0.0519653,-0.0442703,0.234439
15.91,3.30449,0.396043,1.83911,3.94137,1.88321,1.56249,0.971385,0.0569881,-0.0480371,0.225514,0.500873,-0.672746,-0.119831,8.28479,0.521066,-0.698595,-0.175271,0.213917,15.91,3.30463,0.397073,1.84958,0.96951,0.0551793,-0.0470288,0.23408
15.92,3.34388,0.414822,1.85464,3.93589,1.87248,1.54237,0.971214,0.0602287,-0.0507182,0.224818,0.506596,-0.680072,-0.135545,8.20003,0.525987,-0.704418,-0.192579,0.212161,15.92,3.34409,0.415985,1.8654,0.969284,0.0584418,-0.0498264,0.233644
15.93,3.38321,0.433491,1.86996,3.93016,1.86127,1.52134,0.97104,0.0635074,-0.0534217,0.22404,0.512092,-0.686973,-0.15171,8.11709,0.530609,-0.709704,-0.210351,0.212199,15.93,3.38348,0.434791,1.88102,0.969053,0.061752,-0.0526612,0.233128
15.94,3.42248,0.452046,1.88506,3.92419,1.84959,1.49943,0.970863,0.0668228,-0.0561454,0.223177,0.51734,-0.693416,-0.168331,8.03601,0.53491,-0.714422,-0.228587,0.21406,15.94,3.42283,0.453486,1.89641,0.968817,0.0651087,-0.0555311,0.232531
15.95,3.46169,0.470482,1.89994,3.91798,1.83745,1.47664,0.970682,0.0701734,-0.0588866,0.222227,0.52232,-0.69937,-0.18541,7.95688,0.538869,-0.718542,-0.247288,0.214116,15.95,3.46211,0.472065,1.91157,0.968575,0.0685107,-0.058434,0.231848
15.96,3.50084,0.488794,1.91459,3.91153,1.82486,1.45298,0.970497,0.0735573,-0.0616428,0.221188,0.527011,-0.704804,-0.202948,7.87974,0.542465,-0.722037,-0.26645,0.212983,15.96,3.50133,0.490522,1.9265,0.968328,0.0719566,-0.0613671,0.231077
15.97,3.53992,0.506977,1.929,3.90484,1.81181,1.42848,0.97031,0.0769729,-0.0644111,0.220058,0.531391,-0.709688,-0.220947,7.80465,0.545674,-0.724877,-0.28607,0.213061,15.97,3.54049,0.508854,1.94118,0.968076,0.0754447,-0.0643278,0.230215
15.98,3.57893,0.525028,1.94315,3.89792,1.79831,1.40315,0.970119,0.0804183,-0.0671887,0.218834,0.535439,-0.713993,-0.239405,7.73167,0.548475,-0.727037,-0.306144,0.21269,15.98,3.57958,0.527056,1.95561,0.967819,0.0789732,-0.067313,0.229259
15.99,3.61788,0.542942,1.95706,3.89076,1.78437,1.37699,0.969924,0.0838912,-0.0699724,0.217515,0.539134,-0.71769,-0.258321,7.66085,0.550846,-0.728493,-0.326666,0.21491,15.99,3.6186,0.545123,1.96978,0.967556,0.0825403,-0.0703195,0.228206
16,3.65675,0.560715,1.97069,3.88337,1.76999,1.35004,0.969727,0.0873897,-0.072759,0.216097,0.542454,-0.720752,-0.277693,7.59224,0.552766,-0.729222,-0.347627,0.217244,16,3.65755,0.563051,1.98367,0.967288,0.0861437,-0.0733437,0.227053
16.01,3.69554,0.578341,1.98405,3.87575,1.75518,1.3223,0.969527,0.0909114,-0.0755453,0.21458,0.545377,-0.723153,-0.297515,7.5259,0.554212,-0.729204,-0.369021,0.21283,16.01,3.69642,0.580834,1.99729,0.967016,0.0897811,-0.0763819,0.225798
16.02,3.73426,0.595817,1.99713,3.8679,1.73995,1.2938,0.969325,0.0944538,-0.0783276,0.212961,0.547881,-0.724868,-0.317782,7.46186,0.555164,-0.728422,-0.390835,0.212084,16.02,3.73522,0.598469,2.01062,0.96674,0.09345,-0.07943,0.224438
16.03,3.7729,0.613139,2.00992,3.85982,1.72429,1.26454,0.96912,0.0980146,-0.0811026,0.211238,0.549945,-0.725875,-0.338488,7.40017,0.555601,-0.726859,-0.413059,0.212016,16.03,3.77394,0.61595,2.02365,0.966459,0.0971477,-0.0824838,0.222969
16.04,3.81146,0.630302,2.02242,3.85151,1.70821,1.23456,0.968914,0.101591,-0.0838665,0.209409,0.551548,-0.726154,-0.359624,7.34087,0.555504,-0.724503,-0.435679,0.214332,16.04,3.81258,0.633274,2.03639,0.966175,0.100871,-0.0855388,0.221389
16.05,3.84993,0.647302,2.03461,3.84297,1.69172,1.20386,0.968706,0.10518,-0.0866155,0.207471,0.55267,-0.725686,-0.381181,7.28399,0.554851,-0.721344,-0.458682,0.213505,16.05,3.85114,0.650435,2.04881,0.965889,0.104618,-0.0885904,0.219695
16.06,3.88832,0.664135,2.04649,3.83421,1.67482,1.17247,0.968496,0.10878,-0.0893459,0.205425,0.553288,-0.724455,-0.403147,7.22958,0.553626,-0.717375,-0.48205,0.213299,16.06,3.88961,0.66743,2.06092,0.965599,0.108384,-0.0916336,0.217885
16.07,3.92661,0.680797,2.05806,3.82523,1.65752,1.14041,0.968286,0.112386,-0.0920537,0.203266,0.553384,-0.722448,-0.425511,7.17765,0.551811,-0.712592,-0.505766,0.212521,16.07,3.92799,0.684255,2.07271,0.965308,0.112166,-0.0946633,0.215957
16.08,3.96482,0.697284,2.0693,3.81602,1.63983,1.10769,0.968076,0.115997,-0.094735,0.200995,0.552938,-0.719655,-0.448258,7.12823,0.549387,-0.706996,-0.529811,0.211965,16.08,3.96627,0.700904,2.08416,0.965016,0.115961,-0.0976744,0.213907
16.09,4.00293,0.713593,2.08021,3.80659,1.62174,1.07434,0.967866,0.119609,-0.0973857,0.198609,0.551932,-0.716067,-0.471373,7.08136,0.546341,-0.700589,-0.554164,0.214038,16.09,4.00447,0.717373,2.09528,0.964724,0.119766,-0.100661,0.211733
16.1,4.04095,0.729718,2.09078,3.79694,1.60326,1.04038,0.967656,0.123219,-0.100002,0.196107,0.550347,-0.71168,-0.494839,7.03704,0.542658,-0.693377,-0.578804,0.21287,16.1,4.04257,0.733659,2.10606,0.964433,0.123575,-0.103619,0.209433
16.11,4.07887,0.745657,2.10101,3.78707,1.5844,1.00583,0.967448,0.126823,-0.102579,0.193487,0.548168,-0.706492,-0.518638,6.99529,0.538324,-0.68537,-0.603708,0.213457,16.11,4.08056,0.749758,2.11649,0.964143,0.127385,-0.106541,0.207005
16.12,4.11669,0.761405,2.1109,3.77698,1.56517,0.970708,0.967242,0.130419,-0.105114,0.190749,0.545378,-0.700505,-0.54275,6.95613,0.533327,-0.676583,-0.62885,0.212924,16.12,4.11846,0.765664,2.12656,0.963855,0.131193,-0.109422,0.204448
16.13,4.15441,0.776959,2.12043,3.76666,1.54556,0.935041,0.967038,0.134003,-0.107602,0.18789,0.541962,-0.693725,-0.567154,6.91956,0.527658,-0.667031,-0.654204,0.212157,16.13,4.15626,0.781374,2.13627,0.963571,0.134993,-0.112257,0.201758
16.14,4.19203,0.792315,2.1296,3.75613,1.52558,0.898851,0.966837,0.137571,-0.11004,0.184911,0.537908,-0.686159,-0.591827,6.88558,0.521309,-0.656735,-0.679745,0.21626,16.14,4.19394,0.796884,2.14562,0.963292,0.138782,-0.115039,0.198935
16.15,4.22953,0.80747,2.1384,3.74538,1.50524,0.862158,0.966639,0.141121,-0.112423,0.181809,0.533203,-0.677819,-0.616746,6.85419,0.514271,-0.64572,-0.705442,0.21312,16.15,4.23152,0.812191,2.15459,0.963018,0.142556,-0.117762,0.195976
16.16,4.26693,0.822419,2.14684,3.73441,1.48453,0.824985,0.966446,0.144648,-0.114747,0.178585,0.527837,-0.668721,-0.641886,6.8254,0.50654,-0.634012,-0.731267,0.212991,16.16,4.26899,0.827289,2.16319,0.962751,0.146309,-0.120422,0.192882
16.17,4.30422,0.837159,2.1549,3.72321,1.46347,0.787357,0.966257,0.14815,-0.117009,0.175237,0.521801,-0.658883,-0.66722,6.79919,0.498112,-0.621642,-0.75719,0.212221,16.17,4.30635,0.842175,2.1714,0.962491,0.150038,-0.123013,0.189649
16.18,4.3414,0.851687,2.16258,3.7118,1.44206,0.749294,0.966073,0.151622,-0.119206,0.171765,0.515086,-0.648327,-0.692721,6.77556,0.488987,-0.608643,-0.783178,0.213581,16.18,4.34359,0.856846,2.17923,0.962241,0.153737,-0.125528,0.186278
16.19,4.37846,0.865999,2.16988,3.70017,1.42031,0.710822,0.965895,0.155062,-0.121332,0.168169,0.507689,-0.63708,-0.718359,6.75448,0.479164,-0.595053,-0.8092,0.214932,16.19,4.38071,0.871298,2.18667,0.962001,0.157403,-0.127963,0.182767
16.2,4.4154,0.880092,2.1768,3.68832,1.39821,0.671962,0.965723,0.158465,-0.123386,0.164448,0.499604,-0.625168,-0.744107,6.73595,0.468646,-0.580911,-0.835222,0.212385,16.2,4.41771,0.885527,2.19371,0.961772,0.161031,-0.130312,0.179116
16.21,4.45222,0.893963,2.18332,3.67625,1.37578,0.632738,0.965558,0.161829,-0.125363,0.160602,0.490829,-0.612624,-0.769932,6.71993,0.457438,-0.566258,-0.861211,0.21198,16.21,4.45459,0.899528,2.20035,0.961555,0.164617,-0.132571,0.175323
16.22,4.48892,0.907607,2.18945,3.66396,1.35301,0.593173,0.9654,0.16515,-0.127261,0.156631,0.481365,-0.599482,-0.795804,6.70641,0.445547,-0.551138,-0.887132,0.212236,16.22,4.49135,0.9133,2.20659,0.961351,0.168156,-0.134734,0.17139
16.23,4.5255,0.921022,2.19518,3.65145,1.32991,0.553291,0.965249,0.168424,-0.129077,0.152535,0.471213,-0.58578,-0.82169,6.69536,0.432982,-0.535599,-0.912951,0.213821,16.23,4.52797,0.926838,2.21242,0.961161,0.171644,-0.136797,0.167315
16.24,4.56195,0.934204,2.20052,3.63872,1.30649,0.513115,0.965106,0.171648,-0.130807,0.148314,0.460377,-0.571557,-0.847556,6.68674,0.419753,-0.519689,-0.938632,0.222958,16.24,4.56447,0.940138,2.21784,0.960986,0.175076,-0.138755,0.163098
16.25,4.59827,0.94715,2.20544,3.62576,1.28274,0.472669,0.964971,0.174819,-0.13245,0.14397,0.448863,-0.556855,-0.873371,6.68054,0.405873,-0.503457,-0.96414,0.212851,16.25,4.60084,0.953198,2.22285,0.960827,0.178448,-0.140606,0.15874
16.26,4.63447,0.959858,2.20997,3.61258,1.25868,0.431975,0.964843,0.177933,-0.134002,0.139501,0.436678,-0.54172,-0.899098,6.67671,0.391359,-0.486954,-0.98944,0.213547,16.26,4.63707,0.966014,2.22744,0.960683,0.181757,-0.142344,0.154241
16.27,4.67052,0.972323,2.21408,3.59918,1.23431,0.391058,0.964724,0.180988,-0.135461,0.13491,0.423833,-0.526198,-0.924704,6.67522,0.376227,-0.470233,-1.0145,0.212557,16.27,4.67316,0.978582,2.23161,0.960556,0.184998,-0.143968,0.149602
16.28,4.70645,0.984543,2.21779,3.58556,1.20963,0.34994,0.964613,0.18398,-0.136827,0.130196,0.41034,-0.510335,-0.950154,6.67604,0.360497,-0.453347,-1.03927,0.213491,16.28,4.70911,0.9909,2.23536,0.960446,0.188167,-0.145473,0.144822
16.29,4.74224,0.996515,2.22108,3.57171,1.18465,0.308645,0.96451,0.186906,-0.138096,0.125361,0.396212,-0.494183,-0.975413,6.67912,0.344191,-0.436349,-1.06373,0.215069,16.29,4.74493,1.00296,2.23869,0.960354,0.19126,-0.146858,0.139904
16.3,4.77788,1.00824,2.22396,3.55764,1.15937,0.267196,0.964415,0.189763,-0.139268,0.120405,0.381468,-0.47779,-1.00045,6.68442,0.327332,-0.419292,-1.08784,0.211994,16.3,4.7806,1.01477,2.24159,0.960278,0.194275,-0.148121,0.134848
16.31,4.81339,1.0197,2.22643,3.54334,1.1338,0.225615,0.964328,0.192548,-0.14034,0.115331,0.366124,-0.46121,-1.02522,6.69191,0.309947,-0.40223,-1.11157,0.212562,16.31,4.81612,1.02632,2.24406,0.960219,0.197207,-0.149259,0.129655
16.32,4.84875,1.03091,2.22847,3.52882,1.10795,0.183927,0.964248,0.195259,-0.141313,0.110139,0.350201,-0.444493,-1.04969,6.70154,0.292062,-0.385215,-1.13488,0.212847,16.32,4.85149,1.03761,2.24611,0.960177,0.200053,-0.150271,0.124326
16.33,4.88396,1.04186,2.2301,3.51407,1.08181,0.142153,0.964174,0.197893,-0.142186,0.104831,0.333722,-0.427691,-1.07384,6.71328,0.273706,-0.368301,-1.15774,0.212385,16.33,4.88672,1.04862,2.24773,0.960152,0.20281,-0.151156,0.118864
16.34,4.91903,1.05255,2.23132,3.49909,1.05539,0.100316,0.964107,0.200447,-0.142957,0.0994081,0.316712,-0.410858,-1.09762,6.72708,0.254912,-0.351538,-1.18011,0.214003,16.34,4.92179,1.05938,2.24891,0.960142,0.205476,-0.151915,0.113269
16.35,4.95394,1.06297,2.23211,3.48388,1.0287,0.0584399,0.964045,0.202918,-0.143626,0.0938725,0.299195,-0.394045,-1.121,6.74291,0.235711,-0.334976,-1.20197,0.212834,16.35,4.95671,1.06986,2.24966,0.960146,0.208046,-0.152546,0.107544
16.36,4.98871,1.07312,2.23248,3.46845,1.00174,0.0165465,0.963988,0.205305,-0.144195,0.0882261,0.281201,-0.377302,-1.14395,6.76072,0.216137,-0.318664,-1.22328,0.212575,16.36,4.99147,1.08006,2.24999,0.960165,0.210519,-0.15305,0.101691
16.37,5.02331,1.083,2.23244,3.45279,0.974526,-0.0253416,0.963935,0.207606,-0.144662,0.0824709,0.26276,-0.360682,-1.16643,6.78047,0.196227,-0.302648,-1.24402,0.213947,16.37,5.02607,1.08999,2.24988,0.960196,0.212893,-0.153427,0.0957119
16.38,5.05776,1.09261,2.23198,3.4369,0.947054,-0.067202,0.963885,0.209817,-0.145028,0.076609,0.243902,-0.344233,-1.18842,6.80214,0.176017,-0.286974,-1.26415,0.212622,16.38,5.06051,1.09964,2.24934,0.960238,0.215164,-0.15368,0.089609
16.39,5.09205,1.10194,2.2311,3.42079,0.919333,-0.109012,0.963837,0.211938,-0.145295,0.0706428,0.224661,-0.328004,-1.20989,6.82567,0.155544,-0.271684,-1.28365,0.213986,16.39,5.09478,1.10901,2.24836,0.96029,0.217332,-0.153808,0.0833851
16.4,5.12618,1.11099,2.2298,3.40444,0.89137,-0.15075,0.963789,0.213967,-0.145462,0.0645745,0.205071,-0.312041,-1.2308,6.85104,0.134849,-0.256818,-1.3025,0.212349,16.4,5.12889,1.1181,2.24696,0.96035,0.219393,-0.153814,0.0770427
16.41,5.16014,1.11977,2.22808,3.38786,0.863169,-0.192394,0.963741,0.215901,-0.145532,0.0584069,0.185167,-0.296389,-1.25112,6.87822,0.113969,-0.242415,-1.32067,0.213782,16.41,5.16283,1.12689,2.24512,0.960416,0.221347,-0.153701,0.0705849
16.42,5.19393,1.12826,2.22595,3.37106,0.834738,-0.233922,0.96369,0.21774,-0.145505,0.0521426,0.164987,-0.28109,-1.27083,6.90716,0.0929463,-0.228509,-1.33814,0.212937,16.42,5.1966,1.1354,2.24286,0.960487,0.223192,-0.15347,0.0640146
16.43,5.22756,1.13646,2.22341,3.35403,0.806084,-0.275311,0.963637,0.219481,-0.145383,0.0457842,0.144568,-0.266187,-1.28991,6.93784,0.071821,-0.215133,-1.35489,0.212509,16.43,5.2302,1.14362,2.24017,0.960559,0.224927,-0.153124,0.0573352
16.44,5.26101,1.14438,2.22045,3.33677,0.777212,-0.316539,0.963578,0.221124,-0.145169,0.0393348,0.123949,-0.251716,-1.30833,6.97023,0.0506343,-0.202317,-1.3709,0.213691,16.44,5.26362,1.15155,2.23705,0.960631,0.22655,-0.152667,0.0505499
16.45,5.29429,1.152,2.21708,3.31928,0.74813,-0.357586,0.963513,0.222668,-0.144864,0.0327974,0.103169,-0.237715,-1.32606,7.0043,0.0294275,-0.190088,-1.38616,0.218612,16.45,5.29687,1.15918,2.23351,0.960701,0.228062,-0.152101,0.0436625
16.46,5.3274,1.15934,2.2133,3.30156,0.718844,-0.39843,0.96344,0.224112,-0.14447,0.026175,0.0822679,-0.224216,-1.3431,7.04003,0.00824192,-0.178469,-1.40064,0.241941,16.46,5.32993,1.16652,2.22954,0.960766,0.22946,-0.151431,0.0366766
16.47,5.36032,1.16638,2.20911,3.28361,0.689363,-0.439047,0.963358,0.225454,-0.143989,0.0194708,0.0612863,-0.211249,-1.35941,7.07738,-0.0128812,-0.167481,-1.41434,0.240314,16.47,5.36282,1.17356,2.22516,0.960824,0.230745,-0.15066,0.0295962
16.48,5.39307,1.17312,2.20452,3.26544,0.659691,-0.479419,0.963264,0.226695,-0.143425,0.0126882,0.0402645,-0.198844,-1.37498,7.11635,-0.0339011,-0.157141,-1.42725,0.240507,16.48,5.39552,1.18029,2.22036,0.960872,0.231916,-0.149792,0.0224251
16.49,5.42563,1.17957,2.19952,3.24704,0.629838,-0.519522,0.963157,0.227834,-0.14278,0.0058306,0.0192433,-0.187024,-1.38979,7.15691,-0.0547775,-0.147465,-1.43936,0.240462,16.49,5.42804,1.18673,2.21514,0.960907,0.232973,-0.148832,0.0151678
16.5,5.45801,1.18572,2.19413,3.22842,0.59981,-0.559335,0.963035,0.228871,-0.142056,-0.00109861,-0.00173688,-0.175811,-1.40384,7.19903,-0.0754706,-0.138463,-1.45066,0.220005,16.5,5.46037,1.19286,2.20951,0.960927,0.233917,-0.147783,0.00782844
16.51,5.4902,1.19157,2.18834,3.20957,0.569615,-0.598837,0.962897,0.229805,-0.141258,-0.00809586,-0.0226357,-0.165226,-1.41711,7.24271,-0.0959417,-0.130145,-1.46115,0.217029,16.51,5.49251,1.19868,2.20347,0.96093,0.234748,-0.146652,0.000411533
16.52,5.5222,1.19711,2.18215,3.19049,0.53926,-0.638008,0.96274,0.230636,-0.140387,-0.0151575,-0.0434133,-0.155283,-1.42959,7.28792,-0.116153,-0.122516,-1.47082,0.212593,16.52,5.52446,1.2042,2.19703,0.960913,0.235465,-0.145441,-0.00707833
16.53,5.55401,1.20235,2.17558,3.17119,0.508753,-0.676825,0.962563,0.231365,-0.139447,-0.0222799,-0.0640302,-0.145995,-1.44128,7.33465,-0.136067,-0.115578,-1.47969,0.212244,16.53,5.55621,1.20941,2.19018,0.960872,0.236071,-0.144156,-0.0146365
16.54,5.58562,1.20729,2.16862,3.15167,0.478101,-0.715268,0.962365,0.231992,-0.138442,-0.0294593,-0.084448,-0.137374,-1.45217,7.38288,-0.155649,-0.109331,-1.48774,0.211897,16.54,5.58777,1.21431,2.18294,0.960807,0.236565,-0.142802,-0.0222581
16.55,5.61704,1.21191,2.16127,3.13193,0.447313,-0.753316,0.962142,0.232518,-0.137374,-0.0366919,-0.104629,-0.129426,-1.46225,7.43261,-0.174864,-0.103773,-1.49499,0.215195,16.55,5.61913,1.2189,2.17531,0.960713,0.236949,-0.141384,-0.0299382
16.56,5.64826,1.21623,2.15355,3.11197,0.416396,-0.790947,0.961894,0.232942,-0.136248,-0.043974,-0.124536,-0.122155,-1.47153,7.48382,-0.193679,-0.098899,-1.50144,0.213,16.56,5.6503,1.22318,2.16728,0.960589,0.237224,-0.139906,-0.037672
16.57,5.67928,1.22024,2.14546,3.09178,0.385358,-0.828143,0.96162,0.233266,-0.135066,-0.0513016,-0.144134,-0.115563,-1.48001,7.5365,-0.212064,-0.0947,-1.50711,0.212245,16.57,5.68126,1.22714,2.15887,0.960433,0.237391,-0.138374,-0.0454544
16.58,5.71009,1.22394,2.13699,3.07138,0.354207,-0.864881,0.961316,0.233491,-0.133832,-0.0586709,-0.163388,-0.10965,-1.48769,7.59064,-0.229989,-0.0911664,-1.51199,0.211885,16.58,5.71201,1.23079,2.15008,0.960242,0.237452,-0.136793,-0.0532804
16.59,5.7407,1.22732,2.12816,3.05077,0.32295,-0.901142,0.960982,0.233618,-0.13255,-0.0660781,-0.182265,-0.104411,-1.49458,7.64622,-0.247426,-0.0882857,-1.5161,0.213601,16.59,5.74257,1.23413,2.14092,0.960015,0.237408,-0.135167,-0.0611449
16.6,5.77111,1.2304,2.11897,3.02994,0.291596,-0.936904,0.960616,0.233648,-0.131223,-0.0735194,-0.200734,-0.0998405,-1.50068,7.70325,-0.264348,-0.0860437,-1.51947,0.214,16.6,5.77291,1.23715,2.13139,0.959748,0.237262,-0.133501,-0.0690427
16.61,5.8013,1.23316,2.10943,3.00889,0.260154,-0.972149,0.960218,0.233582,-0.129855,-0.0809907,-0.218764,-0.09593,-1.506,7.7617,-0.280733,-0.0844239,-1.5221,0.2126,16.61,5.80304,1.23985,2.12149,0.959441,0.237016,-0.131801,-0.0769688
16.62,5.83128,1.2356,2.09953,2.98764,0.22863,-1.00686,0.959784,0.233421,-0.12845,-0.0884884,-0.236329,-0.0926687,-1.51057,7.82157,-0.296558,-0.0834086,-1.52401,0.212485,16.62,5.83297,1.24223,2.11124,0.959092,0.236671,-0.13007,-0.0849182
16.63,5.86105,1.23773,2.08929,2.96617,0.197033,-1.041,0.959314,0.233168,-0.12701,-0.0960085,-0.2534,-0.0900441,-1.51438,7.88284,-0.311802,-0.0829779,-1.52522,0.212617,16.63,5.86268,1.2443,2.10063,0.958699,0.23623,-0.128314,-0.0928857
16.64,5.89061,1.23954,2.07871,2.9445,0.165372,-1.07458,0.958807,0.232824,-0.12554,-0.103547,-0.269953,-0.0880413,-1.51745,7.94552,-0.326449,-0.0831111,-1.52576,0.216739,16.64,5.89217,1.24605,2.08968,0.95826,0.235695,-0.126536,-0.100867
16.65,5.91994,1.24103,2.0678,2.92261,0.133654,-1.10755,0.958261,0.23239,-0.124042,-0.111101,-0.285966,-0.0866439,-1.51981,8.00958,-0.34048,-0.0837858,-1.52564,0.213788,16.65,5.92145,1.24748,2.07839,0.957775,0.235069,-0.124743,-0.108856
16.66,5.94906,1.24221,2.05657,2.90053,0.101887,-1.13991,0.957676,0.231869,-0.122521,-0.118666,-0.301417,-0.0858338,-1.52146,8.07501,-0.353883,-0.0849788,-1.52489,0.212616,16.66,5.95051,1.24859,2.06677,0.957242,0.234354,-0.122936,-0.116849
16.67,5.97795,1.24307,2.04501,2.87824,0.0700803,-1.17163,0.95705,0.231263,-0.12098,-0.126239,-0.316288,-0.0855914,-1.52243,8.1418,-0.366645,-0.0866657,-1.52353,0.211798,16.67,5.97935,1.24938,2.05482,0.956659,0.233553,-0.121121,-0.12484
16.68,6.00662,1.24361,2.03314,2.85575,0.0382416,-1.2027,0.956383,0.230573,-0.119421,-0.133816,-0.330561,-0.0858959,-1.52274,8.20994,-0.378756,-0.0888216,-1.52158,0.213908,16.68,6.00796,1.24985,2.04254,0.956028,0.232669,-0.119302,-0.132826
